,State,Year,Victim_count,Offender_race,Victim_race,Offense,City,Offender_count,Region,Juvenile_Offeneder_Count
3997,Massachusetts,2011,1,White,Black or African American,Property,Boston,1,Northeast,0.0
3998,California,2017,1,White,Asian,Assault,Los Angeles,1,West,0.0
3999,Maryland,1996,1,White,Black or African American,Assault,Baltimore,2,South,
4000,South Dakota,1997,1,White,Black or African American,Others,Sioux Falls,1,Midwest,
4001,Missouri,2015,1,Black or African American,White,Assault,St. Louis,2,Midwest,
4002,Ohio,2013,1,White,Others,Intimidation,Barberton,1,Midwest,0.0
4003,Delaware,2006,3,White,Black or African American,Assault,Laurel,1,South,
4004,Massachusetts,1992,1,White,Others,Assault,Boston,2,Northeast,
4005,Connecticut,2009,1,White,Black or African American,Intimidation,New Haven,1,Northeast,
4006,Maine,2011,1,White,Black or African American,Intimidation,Sanford,1,Northeast,0.0
4007,Washington,1992,1,White,Others,Assault,Port Orchard,2,West,
4008,New York,2016,1,Black or African American,Others,Assault,New York,1,Northeast,0.0
4009,New Jersey,2008,1,White,Black or African American,Intimidation,Woodbury,1,Northeast,
4010,Florida,2008,1,White,Others,Assault,Fort Lauderdale,1,South,
4011,Florida,2006,1,White,Black or African American,Assault,Tampa,2,South,
4012,District of Columbia,2002,1,White,Others,Assault,Washington,1,South,
4013,California,2001,1,White,Black or African American,Assault,University of California:,1,West,
4014,Illinois,1997,2,White,Black or African American,Assault,Chicago,3,Midwest,
4015,California,2018,1,White,Black or African American,Assault,Glendale,2,West,0.0
4016,New York,1997,1,White,Black or African American,Assault,New York,1,Northeast,
4017,California,1999,1,White,Others,Intimidation,San Francisco,1,West,
4018,Michigan,2004,1,White,White,Assault,Grand Rapids,1,Midwest,
4019,Michigan,1995,1,White,White,Assault,Ogemaw,1,Midwest,
4020,Massachusetts,2016,1,White,Black or African American,Assault,Springfield,1,Northeast,0.0
4021,Maine,2010,1,White,Others,Intimidation,Portland,2,Northeast,
4022,Michigan,2013,1,White,Black or African American,Assault,Holland,1,Midwest,0.0
4023,Texas,1997,2,Black or African American,White,Assault,Fort Worth,2,South,
4024,Maryland,2005,1,White,Black or African American,Assault,Howard County Police Department,1,South,
4025,New Jersey,2006,1,Black or African American,White,Intimidation,Aberdeen Township,1,Northeast,
4026,Illinois,2004,1,White,Black or African American,Intimidation,Westchester,1,Midwest,
4027,West Virginia,2009,1,White,Black or African American,Intimidation,Berkeley,1,South,
4028,Washington,1993,2,White,Black or African American,Property,Spokane,2,West,
4029,Virginia,2000,1,Black or African American,White,Assault,Virginia Beach,2,South,
4030,California,1997,1,White,White,Assault,Fresno,1,West,
4031,California,2001,1,Black or African American,White,Assault,San Francisco,1,West,
4032,Tennessee,2013,1,Black or African American,White,Assault,Tipton,3,South,0.0
4033,Ohio,2006,1,White,White,Property,Columbus,1,Midwest,
4034,New Jersey,2006,1,White,Others,Assault,Nutley Township,1,Northeast,
4035,Texas,2015,1,Black or African American,White,Assault,Odessa,1,South,
4036,Tennessee,2006,1,White,Others,Intimidation,Hamilton,1,South,
4037,Tennessee,2012,1,White,White,Intimidation,Scott,1,South,
4038,Tennessee,2001,2,White,Others,Property,Johnson City,1,South,
4039,Minnesota,1998,1,White,Black or African American,Intimidation,Maplewood,1,Midwest,
4040,California,1998,1,Black or African American,White,Assault,San Francisco,1,West,
4041,Florida,2001,3,White,Black or African American,Assault,Boynton Beach,3,South,
4042,Maryland,2006,1,Black or African American,Asian,Assault,Prince George's County Police Department,1,South,
4043,Washington,2013,2,White,Black or African American,Assault,Wenatchee,1,West,0.0
4044,California,2012,1,Black or African American,White,Assault,Berkeley,1,West,
4045,California,2003,1,White,Others,Assault,Los Angeles,1,West,
4046,Illinois,2008,2,White,Black or African American,Intimidation,Decatur,1,Midwest,
4047,California,2005,1,White,Black or African American,Assault,Los Angeles,4,West,
4048,Missouri,2012,1,Black or African American,White,Others,Kansas City,3,Midwest,
4049,California,2004,1,Black or African American,Others,Property,Los Angeles,2,West,
4050,Texas,2018,1,Black or African American,Others,Others,Jacksonville,1,South,0.0
4051,Washington,1992,2,White,Black or African American,Assault,Kitsap,1,West,
4052,Rhode Island,1998,1,White,Black or African American,Assault,Johnston,1,Northeast,
4053,Arizona,1991,1,White,Black or African American,Intimidation,Phoenix,1,West,
4054,Ohio,2018,1,White,Others,Intimidation,Huber Heights,1,Midwest,0.0
4055,Florida,1994,1,Black or African American,White,Assault,Gainesville,1,South,
4056,Colorado,2007,1,White,Black or African American,Assault,Craig,2,West,
4057,Maryland,1998,1,Black or African American,Asian,Property,Prince George's County Police Department,2,South,
4058,Missouri,1997,1,Black or African American,White,Assault,St. Louis,2,Midwest,
4059,Ohio,1996,1,White,Black or African American,Intimidation,Wauseon,1,Midwest,
4060,Massachusetts,1993,1,White,Black or African American,Intimidation,Boston,1,Northeast,
4061,Kentucky,2015,1,White,Others,Intimidation,Brownsville,1,South,
4062,New Jersey,2003,1,White,Black or African American,Assault,North Arlington,1,Northeast,
4063,Texas,2014,1,White,Black or African American,Others,Killeen,3,South,0.0
4064,New Hampshire,2006,1,White,White,Others,Keene,1,Northeast,
4065,New Jersey,2006,1,White,Black or African American,Intimidation,Woodbury,1,Northeast,
4066,California,2007,1,White,Black or African American,Assault,San Francisco,1,West,
4067,Michigan,1996,1,White,White,Intimidation,Bloomfield Township,1,Midwest,
4068,Maryland,1992,1,Black or African American,White,Intimidation,Baltimore,1,South,
4069,Michigan,2012,1,White,Black or African American,Intimidation,Pittsfield Township,1,Midwest,
4070,Texas,1992,1,Black or African American,White,Intimidation,Paris Junior College,1,South,
4071,Tennessee,2012,1,White,Others,Others,Hamilton,1,South,
4072,Texas,2013,1,White,Others,Assault,San Antonio,2,South,0.0
4073,New Jersey,2012,1,White,Black or African American,Intimidation,Manasquan,1,Northeast,
4074,Massachusetts,2017,1,Black or African American,White,Assault,Boston,1,Northeast,0.0
4075,Minnesota,2018,1,White,Black or African American,Intimidation,Woodbury,1,Midwest,1.0
4076,California,2000,1,White,Others,Assault,San Diego,3,West,
4077,California,2001,2,White,Others,Intimidation,Novato,3,West,
4078,Michigan,1993,1,White,Black or African American,Intimidation,Meridian Township,1,Midwest,
4079,Minnesota,2011,2,White,Black or African American,Intimidation,Richfield,1,Midwest,0.0
4080,Indiana,1995,1,Black or African American,White,Assault,Clarksville,3,Midwest,
4081,New York,2012,1,Black or African American,Others,Assault,Buffalo,1,Northeast,
4082,Louisiana,2004,1,White,Black or African American,Assault,New Orleans,1,South,
4083,New Jersey,2007,1,White,Others,Intimidation,Lodi,1,Northeast,
4084,Massachusetts,1993,1,White,Black or African American,Assault,Boston,3,Northeast,
4085,New Jersey,2001,1,White,Black or African American,Intimidation,Newark,1,Northeast,
4086,Connecticut,2008,1,White,Black or African American,Intimidation,Waterford,2,Northeast,
4087,California,2003,2,White,Others,Intimidation,Roseville,1,West,
4088,Maryland,1997,4,White,Black or African American,Assault,Montgomery County Police Department,1,South,
4089,Tennessee,2006,2,White,Others,Assault,Dyersburg,1,South,
4090,Ohio,1996,1,Black or African American,White,Intimidation,Columbus,1,Midwest,
4091,Washington,1996,2,White,Others,Assault,Bellingham,2,West,
4092,Massachusetts,2000,1,White,Black or African American,Intimidation,Boston,3,Northeast,
4093,Arizona,1997,1,White,Black or African American,Intimidation,Mesa,1,West,
4094,Maine,1993,1,White,Others,Assault,Windham,2,Northeast,
4095,California,2009,1,White,Black or African American,Property,Eureka,1,West,
4096,Massachusetts,1998,2,White,Asian,Intimidation,Haverhill,1,Northeast,
4097,Maryland,1997,1,Black or African American,White,Assault,Montgomery County Police Department,1,South,
4098,Pennsylvania,1999,1,White,Others,Assault,Pittsburgh,1,Northeast,
4099,California,2007,1,Black or African American,White,Intimidation,Poway,1,West,
4100,Colorado,2000,1,White,Asian,Intimidation,Larimer,1,West,
4101,Maine,2001,2,White,Others,Intimidation,Lewiston,1,Northeast,
4102,California,1999,1,White,White,Assault,Monterey,3,West,
4103,Maryland,1991,2,Black or African American,White,Assault,Montgomery County Police Department,1,South,
4104,Connecticut,1999,2,White,Others,Assault,Hartford,1,Northeast,
4105,Arizona,2003,1,White,Others,Assault,Phoenix,1,West,
4106,California,2014,4,White,Black or African American,Intimidation,Brea,1,West,0.0
4107,New York,2016,1,Black or African American,Others,Assault,New York,1,Northeast,0.0
4108,New Jersey,2007,1,White,Asian,Intimidation,Keansburg,1,Northeast,
4109,Florida,2018,1,White,Others,Assault,Miami Beach,1,South,0.0
4110,California,2007,1,White,Black or African American,Assault,San Francisco,1,West,
4111,Virginia,2002,1,White,Black or African American,Others,Manassas,1,South,
4112,Colorado,2018,2,White,Black or African American,Property,Denver,1,West,0.0
4113,Oregon,1991,1,White,Asian,Property,Portland,1,West,
4114,California,1996,1,Black or African American,White,Assault,Sacramento,3,West,
4115,Oregon,1995,2,White,Others,Assault,Bend,2,West,
4116,Ohio,1997,1,White,Black or African American,Others,Kent,3,Midwest,
4117,Virginia,1993,1,Black or African American,White,Assault,Blacksburg,2,South,
4118,California,1995,1,Black or African American,Others,Others,San Francisco,2,West,
4119,Maine,2009,2,White,Others,Property,Orono,1,Northeast,
4120,California,2000,1,White,Black or African American,Assault,Chico,1,West,
4121,Texas,2007,1,White,Others,Property,Williamson,3,South,
4122,Colorado,1994,2,Black or African American,White,Intimidation,Arapahoe,1,West,
4123,New Jersey,2000,1,White,Black or African American,Intimidation,Westampton Township,1,Northeast,
4124,Minnesota,2001,1,White,Others,Assault,Minneapolis,1,Midwest,
4125,Texas,1993,2,Black or African American,White,Assault,Fort Worth,4,South,
4126,New York,2003,1,White,Black or African American,Intimidation,Nassau,1,Northeast,
4127,Oregon,1996,1,White,Black or African American,Intimidation,Eugene,1,West,
4128,California,2017,1,Black or African American,White,Others,Garden Grove,2,West,0.0
4129,California,2003,4,White,Black or African American,Intimidation,Azusa,1,West,
4130,North Carolina,2001,1,Black or African American,White,Assault,High Point,3,South,
4131,Michigan,2006,1,White,Black or African American,Intimidation,Menominee,1,Midwest,
4132,Massachusetts,1997,1,White,Others,Intimidation,Barnstable,1,Northeast,
4133,Kentucky,2000,1,Black or African American,White,Assault,Murray,2,South,
4134,South Carolina,1992,2,Black or African American,White,Assault,Berkeley,16,South,
4135,South Carolina,2016,1,Black or African American,White,Assault,Horry County Police Department,1,South,0.0
4136,Arizona,2008,1,White,Others,Property,Tucson,1,West,
4137,Indiana,2011,1,White,Black or African American,Assault,Indianapolis,3,Midwest,0.0
4138,Arizona,1993,1,White,Black or African American,Assault,Phoenix,1,West,
4139,New York,1999,1,White,Others,Intimidation,New York,1,Northeast,
4140,Indiana,2018,2,White,Others,Assault,South Bend,1,Midwest,0.0
4141,California,2005,1,White,Others,Assault,Glendale,1,West,
4142,New York,1993,1,White,Black or African American,Intimidation,New York,1,Northeast,
4143,South Carolina,2009,1,White,Black or African American,Intimidation,Holly Hill,1,South,
4144,New York,2000,1,White,Others,Intimidation,New York,1,Northeast,
4145,Washington,2012,1,White,Others,Intimidation,Cowlitz,2,West,
4146,Michigan,2017,1,White,White,Others,State Police:,2,Midwest,0.0
4147,North Carolina,2018,1,White,Black or African American,Assault,Salisbury,2,South,0.0
4148,New Jersey,2007,1,White,Black or African American,Intimidation,Howell Township,1,Northeast,
4149,New Jersey,1996,1,White,Black or African American,Intimidation,Perth Amboy,1,Northeast,
4150,Washington,1999,1,White,Black or African American,Intimidation,King,1,West,
4151,Colorado,2001,2,White,Others,Assault,Fort Collins,1,West,
4152,Iowa,2011,1,White,Others,Intimidation,Davenport,2,Midwest,0.0
4153,California,2013,1,White,Black or African American,Intimidation,El Monte,1,West,0.0
4154,New Jersey,2013,1,White,Black or African American,Intimidation,Glassboro,1,Northeast,0.0
4155,New Jersey,1999,1,White,Asian,Assault,State Police:,3,Northeast,
4156,Washington,1997,1,White,Black or African American,Intimidation,Clarkston,1,West,
4157,Texas,1993,1,White,Black or African American,Intimidation,Austin,1,South,
4158,West Virginia,2018,1,White,White,Others,Oak Hill,1,South,0.0
4159,Missouri,2013,2,Black or African American,Others,Assault,Kansas City,5,Midwest,0.0
4160,Arizona,2017,2,White,Black or African American,Assault,Phoenix,6,West,0.0
4161,Tennessee,2013,5,White,Black or African American,Assault,Shelby,1,South,0.0
4162,New York,1994,1,Black or African American,White,Assault,Rochester,1,Northeast,
4163,Utah,2017,1,White,Black or African American,Intimidation,Layton,1,West,0.0
4164,Michigan,1999,1,White,Black or African American,Property,Cadillac,1,Midwest,
4165,California,2005,1,White,Black or African American,Intimidation,Sonora,1,West,
4166,Pennsylvania,1991,1,White,White,Assault,Pittsburgh,9,Northeast,
4167,Maryland,2001,1,Black or African American,White,Assault,Prince George's County Police Department,1,South,
4168,California,1997,1,White,Others,Intimidation,Los Angeles,1,West,
4169,Texas,1999,2,White,Black or African American,Assault,Corpus Christi,1,South,
4170,Michigan,1997,1,Black or African American,White,Assault,Wayne,1,Midwest,
4171,Connecticut,2001,11,White,Black or African American,Property,Trumbull,2,Northeast,
4172,Colorado,1998,1,White,Others,Assault,Colorado Springs,1,West,
4173,Tennessee,2014,1,White,Others,Intimidation,Greeneville,2,South,0.0
4174,New Hampshire,2016,1,White,Others,Intimidation,Farmington,1,Northeast,0.0
4175,Texas,1991,1,White,Black or African American,Assault,Dallas,1,South,
4176,Oklahoma,2007,1,White,Black or African American,Intimidation,Midwest City,1,South,
4177,Virginia,2004,1,White,Black or African American,Property,Hopewell,1,South,
4178,California,1999,1,White,Black or African American,Assault,El Monte,2,West,
4179,Arizona,1997,1,White,Black or African American,Assault,Phoenix,1,West,
4180,Nebraska,2004,1,White,Asian,Property,Grand Island,1,Midwest,
4181,Kentucky,2003,1,White,White,Intimidation,State Police:,2,South,
4182,Massachusetts,1992,1,Black or African American,White,Assault,Boston,2,Northeast,
4183,Georgia,2006,2,Black or African American,Others,Assault,Atlanta,2,South,
4184,Washington,2014,1,White,White,Others,Bothell,1,West,0.0
4185,Georgia,1998,1,White,Black or African American,Assault,Suwanee,1,South,
4186,California,2004,1,White,Black or African American,Assault,Downey,5,West,
4187,Ohio,2007,14,White,Black or African American,Property,Ohio State University:,5,Midwest,
4188,California,1994,1,Asian,Others,Intimidation,San Francisco,1,West,
4189,Kansas,2009,1,White,Black or African American,Intimidation,Salina,1,Midwest,
4190,Arizona,2017,1,White,Others,Assault,Maricopa,1,West,0.0
4191,New York,1999,1,White,Others,Property,New York,1,Northeast,
4192,Nevada,2010,1,White,Others,Assault,North Las Vegas,1,West,
4193,Washington,2001,1,White,Black or African American,Assault,Seattle,4,West,
